Word,IDF
временно,1.140927
недвижимость,1.618048
предусматривать,0.55735
округ,0.55735
исключительно,0.805135
обозначаться,1.317018
озерный,1.919078
примыкать,1.140927
движение,0.362776
координата,1.220108
средний,0.339294
программа,0.328013
наземный,0.919078
незадействованный,1.919078
экономический,0.37501
непостроенный,1.919078
прогулка,1.919078
институт,0.28561
калининскосолнцевский,1.919078
пересадочный,1.919078
заполнять,0.919078
конечный,0.714958
информационный,0.877685
инсайдер,1.919078
прочий,0.521138
народный,0.306294
продолжаться,0.640324
отсутствие,0.596859
прибавление,1.618048
строить,0.877685
грагоровый,1.919078
заявка,1.140927
кривой,1.220108
платформа,1.07398
вспомогательный,0.964836
июль,0.080229
синий,0.919078
экспо,1.919078
замещать,1.919078
сложение,1.618048
срединный,1.618048
обращение,0.021451
ноябрь,0.106165
периферийный,1.618048
тч,1.919078
пыхтина,1.919078
сокольнический,1.919078
планироваться,0.77295
нецелесообразность,1.618048
викиновость,0.339294
реутов,1.919078
карта,0.387599
метровагон,1.919078
отказываться,0.55735
рокадный,1.919078
генплан,1.919078
февраль,0.07398
опыт,0.596859
киевский,0.77295
площадь,0.45668
геологический,1.140927
габаритный,1.919078
двухпутный,1.441957
минский,1.140927
серпуховскотимирязевский,1.919078
гейт,1.919078
кривушкин,1.919078
калужскорижский,1.919078
показание,1.919078
утверждать,0.427716
графа,1.919078
хронологически,1.441957
переставать,0.742987
неопределенный,1.618048
заход,1.919078
говоровый,1.919078
продлять,1.317018
генеральный,0.400564
солнцевскомытищинский,1.919078
городской,0.37501
изначально,0.805135
кадашевская,1.919078
отстойноремонтный,1.919078
основный,0.964836
обслуживаться,1.618048
серебряный,1.015988
совместный,0.504105
подземный,1.220108
необорудованныминеисправныминерабочий,1.919078
полик,1.919078
википедиястраница,0.47192
перо,0.964836
план,0.37501
трасса,1.220108
ааа,1.919078
строиться,1.015988
пятницкий,1.919078
эксплуатация,0.742987
мэр,1.07398
мцд,1.919078
студопедия,1.919078
сквозной,1.618048
депо,1.441957
алсарс,1.919078
отображаться,1.441957
стартовать,1.140927
приостанавливать,0.805135
прежний,0.618048
протягивать,1.618048
задумывать,1.919078
транспорт,0.55735
коми,0.714958
рассказовка,1.919078
алексеев,1.140927
нажатие,1.919078
эскалатор,1.919078
рельсосварочный,1.919078
фотоальбом,1.618048
территория,0.163203
проагеопоследний,1.317018
измайлово,1.919078
раенз,1.919078
хордовый,1.919078
переключение,1.919078
оборотный,1.317018
участок,0.688629
путин,0.919078
остоженка,1.919078
западный,0.295829
приоритет,1.015988
мотодепо,1.919078
арсвведение,1.919078
солнцев,1.441957
оборот,0.877685
пойма,1.919078
свириденков,1.919078
поступать,0.538867
новокузнецкий,1.919078
срок,0.441957
вывести,0.805135
вестись,0.77295
википедияобслуживание,1.317018
условный,0.839897
положение,0.317018
продолжение,0.714958
микрорайон,1.919078
детальный,1.220108
диаметр,1.441957
материал,0.005264
перспективный,1.618048
озвучиваться,1.618048
хорда,1.919078
рублевоархангельский,1.919078
революция,0.45668
олимпийский,0.964836
центральный,0.28561
доводить,1.07398
калининский,1.441957
данна,0.839897
боровский,1.919078
беспересадочный,1.919078
отстой,1.919078
кризис,0.576655
кабина,1.441957
речь,0.640324
ориентироваться,1.317018
устройство,0.640324
медпункт,1.618048
гектар,1.441957
распад,0.839897
мелкий,0.877685
глубина,1.015988
презентация,1.919078
объект,0.441957
проезд,1.317018
аэропорт,1.07398
цвет,0.714958
бор,1.317018
реконструкция,0.964836
резервный,1.317018
административнобытовой,1.919078
состав,0.178715
первоначальный,0.805135
сигнал,1.015988
последовательный,1.317018
поездка,1.220108
проверенный,0.427716
инструкция,1.07398
парк,0.839897
столица,0.400564
достройка,1.919078
аналитический,1.317018
заменять,0.413928
линия,0.441957
тэо,1.919078
правительство,0.237837
централизация,1.317018
ветка,1.618048
маршрутный,1.441957
погасить,1.441957
режим,0.37501
анализ,0.663806
база,0.387599
власть,0.265866
партизанский,1.07398
метро,1.220108
качество,0.228882
комплекс,0.663806
комментарий,0.742987
ликов,1.919078
арбатскопокровский,1.919078
вводить,0.317018
совмещать,1.618048
подключение,1.317018
садок,1.919078
предполагаться,0.877685
строгино,1.919078
дата,0.021451
функционировать,0.77295
создание,0.228882
распределительный,1.919078
прибывать,0.839897
зарабатывать,1.07398
служба,0.28561
бкл,1.919078
обозначение,0.688629
опубликовывать,0.37501
лавров,1.441957
ликсутов,1.919078
нераспознанный,1.140927
открытый,0.350876
будущий,0.77295
алфавитный,1.618048
прекращаться,0.877685
вагон,1.015988
плющиха,1.919078
шоссе,1.618048
неразумный,1.919078
механизация,1.618048
путевый,1.919078
чумак,1.919078
солнечный,0.877685
глубокий,0.964836
проведение,0.45668
троицкая,1.919078
википедиястатья,0.106165
проектирование,1.441957
километр,0.805135
съезд,0.742987
соотношение,1.317018
выставка,1.140927
солнцевский,1.919078
эксплуатироваться,1.317018
мойка,1.919078
полноэкранный,1.919078
ходынский,1.919078
ссв,1.919078
проходить,0.211508
югозападный,0.964836
декабрь,0.093003
машинист,1.618048
новомосковский,1.919078
объявляться,1.220108
свободный,0.005264
сад,1.015988
архивный,0.163203
третьяковский,1.919078
таганский,1.919078
проводить,0.265866
разделение,0.839897
поставка,0.805135
каховский,1.919078
нереализованный,1.919078
парность,1.919078
подсчет,1.317018
конюшковский,1.919078
изыскание,1.618048
отзывать,1.919078
огораживать,1.618048
александровский,1.618048
око,1.220108
гаджет,1.441957
десятилетие,0.77295
попрежнему,1.317018
востряковый,1.919078
метрополитен,1.220108
руководитель,0.362776
оформление,1.140927
комма,1.618048
неделя,0.538867
итог,0.387599
восточный,0.295829
оставаться,0.24698
запад,0.538867
савеловский,1.919078
рассматриваться,0.714958
отсортировывать,1.919078
колонный,1.919078
любительский,1.919078
пуск,1.015988
защитный,1.618048
соединительный,1.618048
цифра,0.805135
метрострой,1.919078
провозной,1.919078
укомплектовывать,1.441957
перегон,1.919078
интервал,1.317018
стройкомплекс,1.919078
локомотивный,1.618048
ступень,1.140927
рбк,0.919078
площадка,0.839897
открытие,0.688629
деловой,1.220108
градостроительный,1.919078
федерация,0.400564
приступать,1.140927
люблинскодмитровский,1.919078
официальный,0.203075
газета,0.427716
солнцевопарк,1.919078
челночный,1.919078
ссср,0.17089
ляшенко,1.919078
светофор,1.919078
подрядчик,1.919078
центр,0.211508
русич,1.618048
откладывать,1.140927
объединение,0.487714
упоминать,1.015988
проспект,1.317018
осуществление,0.919078
май,0.06782
дубченко,1.919078
присоединение,1.07398
кольцо,1.618048
московский,0.441957
солнцевскаялиний,1.919078
технический,0.55735
солнцево,1.919078
крытый,1.618048
семья,0.45668
бутовский,1.441957
характеристика,0.618048
вновь,0.538867
согласно,0.220108
никулинский,1.919078
период,0.228882
контур,1.618048
укорачивать,1.919078
середина,0.45668
одноименный,1.07398
обслуживать,1.07398
артемий,1.919078
пробный,1.618048
новопеределкино,1.919078
посвящать,0.618048
оборудование,0.77295
брить,1.140927
пилонный,1.919078
строительство,0.487714
калининскоарбатский,1.919078
челнок,1.618048
появление,0.805135
отдых,1.07398
некрасовский,1.919078
требование,0.576655
польза,0.77295
пассажиропоток,1.919078
высадка,1.015988
недоступный,0.538867
угр,1.919078
лудс,1.919078
поезд,0.805135
август,0.086569
русый,0.328013
легкий,0.742987
внуково,1.919078
соединять,0.742987
трехвагонный,1.919078
автоблокировка,1.919078
официально,0.47192
продление,1.317018
полуавтоматический,1.919078
шелепиха,1.919078
желтый,1.140927
вокзал,1.07398
октябрь,0.061746
открываться,0.596859
потенциальный,1.441957
сооружение,1.07398
мичуринский,1.919078
обновление,1.220108
инфраструктура,0.877685
абонент,1.618048
подписчик,1.919078
тракт,1.220108
доска,1.220108
задаваться,1.919078
формат,0.919078
адресовать,1.441957
нежелательный,1.220108
объем,0.663806
завязывать,1.618048
аэрограмма,1.317018
рель,1.919078
микроблогинг,1.919078
корабельный,0.964836
обязательно,1.07398
архивация,1.441957
разделяться,1.220108
рассылка,1.441957
соответствующий,0.45668
питер,0.964836
мйл,1.919078
корреспонденция,1.140927
цикл,1.015988
ограниченный,0.919078
кодироваться,1.919078
отделяться,1.317018
разниться,1.618048
научнообразовательный,0.742987
руководство,0.25632
соблюдение,0.77295
размещение,1.07398
грамотара,1.618048
передвижной,1.317018
остальной,0.441957
вика,1.919078
справочный,1.317018
бесплатно,1.220108
китай,0.37501
хранение,0.714958
реализовывать,1.140927
обратно,1.220108
штамп,1.220108
агрессивный,1.220108
настраивать,1.317018
компьютерноопосредовать,1.919078
легендарный,1.015988
меньший,0.805135
транскрипция,1.441957
резать,1.919078
прохождение,1.07398
гоньба,1.317018
ящик,1.140927
записывать,1.140927
фидонет,1.919078
коммуникация,1.220108
создаваться,0.663806
международный,0.25632
китайский,0.521138
нахождение,1.07398
визуальный,1.441957
моррис,1.618048
функционирование,1.317018
поисковый,1.441957
издание,0.47192
регион,0.413928
рассылать,1.015988
штемпельный,1.317018
франкирование,1.317018
разновидность,1.140927
содержимое,0.805135
вирус,1.317018
принудительно,1.618048
находить,0.427716
верблюжий,1.317018
начинающий,1.317018
удобство,1.618048
группировка,0.805135
задержка,1.441957
почитать,1.618048
термин,0.387599
подчинять,0.839897
домашние,1.618048
контекстный,1.919078
отсутствовать,0.805135
реклама,1.317018
приобретать,0.714958
гостевой,1.919078
ангар,1.220108
развертывание,0.919078
ангарион,1.317018
тариф,0.877685
запускать,0.576655
рожок,1.317018
уничтожать,0.640324
пневматический,1.140927
физически,1.441957
обработка,0.964836
неизменный,1.441957
точный,0.839897
архитектура,0.839897
компьютерпресс,1.919078
выбор,0.487714
уникальный,0.839897
джордж,0.77295
емэйл,1.919078
поддерживаться,0.964836
хранилище,1.317018
употреблять,1.140927
полиграфия,1.317018
вебпочта,1.919078
крупный,0.228882
персонал,0.805135
секретка,1.317018
адресный,1.317018
интерфейс,1.317018
владеть,0.805135
плохо,1.140927
емайл,1.919078
жилой,1.140927
выигрыш,1.919078
возврат,1.015988
мейл,1.919078
карточка,0.714958
зависеть,0.805135
франкотип,1.317018
непочтовый,1.317018
агент,0.839897
меняться,1.07398
коммерческий,0.77295
кыргызча,0.663806
разрабатывать,0.596859
санный,1.317018
тыл,0.45668
чьегото,1.919078
русскоязычный,1.07398
прочитывать,1.140927
выстраивать,1.317018
регистрация,0.964836
осложнять,1.220108
улучшать,0.805135
ангария,1.317018
временный,0.618048
множество,0.618048
конверт,1.220108
пересылать,1.618048
виселица,1.220108
закрытый,1.140927
всемирный,0.521138
секретарь,0.521138
военный,0.163203
администратор,1.618048
провизорий,1.317018
кодовый,0.964836
компьютер,1.07398
символ,0.714958
гашение,1.317018
мейнфрейм,1.618048
перевод,0.504105
облачный,1.919078
фонопочта,1.317018
отбрасываться,1.919078
империя,0.339294
контроль,0.45668
секограмм,1.317018
внедрение,1.220108
широко,0.742987
рамка,0.400564
копировать,1.220108
штемпель,1.317018
континент,0.964836
основывать,0.295829
сокращение,0.877685
написать,0.504105
закрепляться,1.07398
надежность,1.618048
марья,0.77295
вверху,1.618048
товар,0.688629
поддельный,1.618048
встречать,0.919078
рекомендовать,0.919078
участвовать,0.45668
метод,0.640324
легитимный,1.618048
исполнитель,1.220108
узлеполучатель,1.919078
достоинство,1.140927
делаться,1.317018
имейл,1.919078
структурировать,1.919078
подписывать,0.339294
гостиничный,1.317018
публикация,0.538867
столб,1.220108
непропорциональный,1.919078
конкретизация,0.877685
автоматизация,1.441957
наличие,0.663806
автомат,1.140927
абонентский,1.220108
попадание,1.317018
уголок,1.220108
почтограмма,1.317018
цепочка,1.919078
черный,0.400564
ключ,1.220108
почтовый,0.576655
выделять,0.504105
набор,1.07398
построение,1.015988
записываться,1.140927
шаблон,0.28561
имиджборд,1.919078
олык,0.77295
чат,1.618048
стилистический,1.618048
относить,0.77295
поразному,1.317018
инк,1.317018
совместимый,1.441957
подпискойотписка,1.919078
форматировать,1.919078
обеспечение,0.663806
транслитерация,1.618048
ужесточение,1.220108
ко,0.714958
премодерация,1.919078
описываться,1.441957
трещоточный,1.317018
порождать,1.220108
группировать,1.919078
конференция,0.618048
башортс,0.47192
дерево,0.964836
причем,0.688629
дирижабельный,1.317018
воспринимать,0.877685
целиком,1.317018
османский,0.877685
писаться,1.441957
подавлять,0.688629
ботнета,1.919078
бесконечный,1.919078
голубь,1.317018
журналирование,1.919078
зона,0.538867
реализовать,1.015988
интернетпочта,1.919078
подобный,0.55735
формироваться,0.919078
эхоконференция,1.919078
маркировать,1.220108
америка,0.47192
сертификат,1.618048
работоспособность,1.919078
мгновенный,1.618048
дайджест,1.919078
придумывать,1.140927
производительность,0.964836
печатный,0.742987
заказчик,1.618048
влечь,1.220108
вебконференция,1.919078
уничтожение,0.576655
повинность,1.140927
неотзывной,1.919078
рассылаться,1.618048
поддерживать,0.47192
великобритания,0.295829
заданный,1.441957
доменный,1.618048
шлюз,1.317018
владелец,0.877685
контакт,0.919078
размещать,0.742987
дефис,1.919078
голубеграмма,1.317018
префикс,1.441957
синхронный,1.317018
нохчийн,0.55735
библиографический,0.295829
тема,0.387599
домарочный,1.317018
текстовой,1.441957
чвашла,0.55735
апрель,0.080229
организовывать,0.504105
взаимодействие,0.877685
категорияфилателия,1.317018
жесткий,0.877685
частный,0.521138
правильно,1.919078
нежели,1.220108
последствие,0.576655
ухищрение,1.919078
сервис,1.220108
существование,0.538867
придавать,1.015988
специфичный,1.919078
взаимоотношение,0.919078
концепция,0.877685
стандарт,1.140927
значительный,0.400564
спам,1.618048
гсп,1.317018
емейл,1.919078
ярославский,1.07398
украина,0.317018
независимый,0.47192
полевой,1.015988
проектфилателия,1.317018
показ,1.618048
запрет,0.663806
ведение,0.839897
периодически,1.140927
сотрудник,0.538867
выражение,0.919078
вложение,1.441957
конвенция,1.015988
стандартизировать,1.919078
пересылка,1.220108
предназначенный,1.919078
вариативность,1.919078
европа,0.295829
допускать,0.805135
касперский,1.919078
открытка,1.220108
многопользовательский,1.919078
промежуточный,1.140927
маршрут,0.877685
яндекс,1.220108
харцерский,1.317018
чрезмерный,1.919078
дистанционный,1.317018
миллиард,0.964836
компонент,0.839897
фрагмент,1.140927
аналогично,1.317018
сутки,0.714958
невозможно,0.919078
робот,1.618048
невозможный,1.140927
срочность,1.919078
отправителяполучатель,1.919078
миля,1.07398
домен,1.220108
кириллица,1.618048
тоик,0.487714
ран,0.663806
викисловарь,1.220108
ван,0.919078
забирать,1.317018
принадлежать,0.538867
различие,0.964836
кириллический,1.618048
определенный,0.805135
картинка,1.140927
какихто,1.618048
присутствовать,0.742987
адресация,1.618048
характерный,1.07398
саха,0.538867
закон,0.339294
настройка,1.441957
нелегитимный,1.618048
орфографический,1.618048
вторичный,1.618048
квитирование,1.919078
федеральный,0.805135
беседа,1.317018
подводный,0.964836
ситуация,0.413928
потерять,0.663806
обратный,1.220108
антивирус,1.919078
письмо,0.640324
дилижанс,1.317018
новостной,1.317018
контролировать,0.839897
заимствовать,1.07398
ресурсный,1.441957
подписываться,1.220108
пакетбот,1.317018
борьба,0.387599
рэй,1.919078
добавляться,1.441957
узлаотправитель,1.919078
сохраняться,0.596859
технологический,1.140927
пеший,1.140927
интернетпортал,1.317018
турнитаксис,1.317018
объединять,0.306294
крит,1.07398
филателия,0.877685
авиапочта,1.317018
слобода,1.220108
дописываться,1.919078
наравне,1.317018
платеж,1.015988
купон,1.220108
утверждение,0.487714
телефония,1.441957
бандероль,1.317018
фильтрация,1.919078
законодательный,0.640324
приживаться,1.919078
всеобщий,0.618048
диагностика,1.919078
раскидываться,1.919078
футболист,1.07398
сортироваться,1.618048
мощность,0.919078
лист,0.964836
хранить,1.317018
технически,1.441957
рост,0.55735
союз,0.15565
вебинтерфейс,1.919078
шкаф,1.317018
отсылка,1.618048
бумажный,1.618048
индекс,0.77295
вебпродукт,1.919078
формировать,1.015988
почтмейстер,1.317018
